x,x,x,x,x,x,1.122
187,1,9.976,3.244,0,0,
188,1,11.098,3.244,0,0,
189,1,12.22,3.244,0,0,
190,1,13.342,3.244,0,0,
191,1,14.464,3.244,0,0,
192,1,15.586,3.244,0,0,
193,1,16.708,3.244,0,0,
194,1,17.83,3.244,0,0,
195,1,18.952,3.244,0,0,
196,1,20.074,3.244,0,0,
197,1,21.196,3.244,0,0,
198,1,22.318,3.244,0,0,
199,1,23.44,3.244,0,0,
200,1,24.562,3.244,0,0,
201,1,25.684,3.244,0,0,
202,1,26.806,3.244,0,0,
203,1,27.928,3.244,0,0,
204,1,29.05,3.244,0,0,
205,1,30.172,3.244,0,0,
206,1,31.294,3.244,0,0,
207,1,32.416,3.244,0,0,
208,1,33.538,3.244,0,0,
209,1,34.66,3.244,0,0,
210,1,35.782,3.244,0,0,
211,1,36.904,3.244,0,0,
212,1,38.026,3.244,0,0,
213,1,39.148,3.244,0,0,
214,1,40.27,3.244,0,0,
215,1,41.392,3.244,0,0,
216,1,42.514,3.244,0,0,
217,1,43.636,3.244,0,0,
218,1,44.758,3.244,0,0,
219,1,45.88,3.244,0,0,
220,1,47.002,3.244,0,0,
221,1,48.124,3.244,0,0,
222,1,49.246,3.244,0,0,
223,1,50.368,3.244,0,0,
224,1,51.49,3.244,0,0,
225,1,52.612,3.244,0,0,
226,1,53.734,3.244,0,0,
227,1,54.856,3.244,0,0,
228,1,55.978,3.244,0,0,
229,1,57.1,3.244,0,0,
230,1,58.222,3.244,0,0,
231,1,59.344,3.244,0,0,
232,1,60.466,3.244,0,0,
233,1,61.588,3.244,0,0,
234,1,62.71,3.244,0,0,
235,1,63.832,3.244,0,0,
236,1,64.954,3.244,0,0,
237,1,66.076,3.244,0,0,
238,1,67.198,3.244,0,0,
239,1,68.32,3.244,0,0,
240,1,69.442,3.244,0,0,
241,1,70.564,3.244,0,0,
242,1,71.686,3.244,0,0,
243,1,72.808,3.244,0,0,
244,1,73.93,3.244,0,0,
245,1,75.052,3.244,0,0,
246,1,76.174,3.244,0,0,
247,1,77.296,3.244,0,0,
248,1,78.418,3.244,0,0,
249,1,79.54,3.244,0,0,
250,1,80.662,3.244,0,0,
251,1,81.784,3.244,0,0,
252,1,82.906,3.244,0,0,
253,1,84.028,3.244,0,0,
254,1,85.15,3.244,0,0,
255,1,86.272,3.244,0,0,
256,1,87.394,3.244,0,0,
257,1,88.516,3.244,0,0,
258,1,89.638,3.244,0,0,
259,1,90.76,3.244,0,0,
260,1,91.882,3.244,0,0,
261,1,93.004,3.244,0,0,
262,1,94.126,3.244,0,0,
263,1,95.248,3.244,0,0,
264,1,96.37,3.244,0,0,
265,1,97.492,3.244,0,0,
266,1,98.614,3.244,0,0,
267,1,99.736,3.244,0,0,
268,1,1,4.366,0,0,
269,1,2.122,4.366,0,0,
270,1,3.244,4.366,0,0,
271,1,4.366,4.366,0,0,
272,1,5.488,4.366,0,0,
273,1,6.61,4.366,0,0,
274,1,7.732,4.366,0,0,
275,1,8.854,4.366,0,0,
276,1,9.976,4.366,0,0,
277,1,11.098,4.366,0,0,
278,1,12.22,4.366,0,0,
279,1,13.342,4.366,0,0,
280,1,14.464,4.366,0,0,
281,1,15.586,4.366,0,0,
282,1,16.708,4.366,0,0,
283,1,17.83,4.366,0,0,
284,1,18.952,4.366,0,0,
285,1,20.074,4.366,0,0,
286,1,21.196,4.366,0,0,
287,1,22.318,4.366,0,0,
288,1,23.44,4.366,0,0,
289,1,24.562,4.366,0,0,
290,1,25.684,4.366,0,0,
291,1,26.806,4.366,0,0,
292,1,27.928,4.366,0,0,
293,1,29.05,4.366,0,0,
294,1,30.172,4.366,0,0,
295,1,31.294,4.366,0,0,
296,1,32.416,4.366,0,0,
297,1,33.538,4.366,0,0,
298,1,34.66,4.366,0,0,
299,1,35.782,4.366,0,0,
300,1,36.904,4.366,0,0,
301,1,38.026,4.366,0,0,
302,1,39.148,4.366,0,0,
303,1,40.27,4.366,0,0,
304,1,41.392,4.366,0,0,
305,1,42.514,4.366,0,0,
306,1,43.636,4.366,0,0,
307,1,44.758,4.366,0,0,
308,1,45.88,4.366,0,0,
309,1,47.002,4.366,0,0,
310,1,48.124,4.366,0,0,
311,1,49.246,4.366,0,0,
312,1,50.368,4.366,0,0,
313,1,51.49,4.366,0,0,
314,1,52.612,4.366,0,0,
315,1,53.734,4.366,0,0,
316,1,54.856,4.366,0,0,
317,1,55.978,4.366,0,0,
318,1,57.1,4.366,0,0,
319,1,58.222,4.366,0,0,
320,1,59.344,4.366,0,0,
321,1,60.466,4.366,0,0,
322,1,61.588,4.366,0,0,
323,1,62.71,4.366,0,0,
324,1,63.832,4.366,0,0,
325,1,64.954,4.366,0,0,
326,1,66.076,4.366,0,0,
327,1,67.198,4.366,0,0,
328,1,68.32,4.366,0,0,
329,1,69.442,4.366,0,0,
330,1,70.564,4.366,0,0,
331,1,71.686,4.366,0,0,
332,1,72.808,4.366,0,0,
333,1,73.93,4.366,0,0,
334,1,75.052,4.366,0,0,
335,1,76.174,4.366,0,0,
336,1,77.296,4.366,0,0,
337,1,78.418,4.366,0,0,
338,1,79.54,4.366,0,0,
339,1,80.662,4.366,0,0,
340,1,81.784,4.366,0,0,
341,1,82.906,4.366,0,0,
342,1,84.028,4.366,0,0,
343,1,85.15,4.366,0,0,
344,1,86.272,4.366,0,0,
345,1,87.394,4.366,0,0,
346,1,88.516,4.366,0,0,
347,1,89.638,4.366,0,0,
348,1,90.76,4.366,0,0,
349,1,91.882,4.366,0,0,
350,1,93.004,4.366,0,0,
351,1,94.126,4.366,0,0,
352,1,95.248,4.366,0,0,
353,1,96.37,4.366,0,0,
354,1,97.492,4.366,0,0,
355,1,98.614,4.366,0,0,
356,1,99.736,4.366,0,0,
357,1,1,5.488,0,0,
358,1,2.122,5.488,0,0,
359,1,3.244,5.488,0,0,
360,1,4.366,5.488,0,0,
361,1,5.488,5.488,0,0,
362,1,6.61,5.488,0,0,
363,1,7.732,5.488,0,0,
364,1,8.854,5.488,0,0,
365,1,9.976,5.488,0,0,
366,1,11.098,5.488,0,0,
367,1,12.22,5.488,0,0,
368,1,13.342,5.488,0,0,
369,1,14.464,5.488,0,0,
370,1,15.586,5.488,0,0,
371,1,16.708,5.488,0,0,
372,1,17.83,5.488,0,0,
373,1,18.952,5.488,0,0,
374,1,20.074,5.488,0,0,
375,1,21.196,5.488,0,0,
376,1,22.318,5.488,0,0,
377,1,23.44,5.488,0,0,
378,1,24.562,5.488,0,0,
379,1,25.684,5.488,0,0,
380,1,26.806,5.488,0,0,
381,1,27.928,5.488,0,0,
382,1,29.05,5.488,0,0,
383,1,30.172,5.488,0,0,
384,1,31.294,5.488,0,0,
385,1,32.416,5.488,0,0,
386,1,33.538,5.488,0,0,
387,1,34.66,5.488,0,0,
388,1,35.782,5.488,0,0,
389,1,36.904,5.488,0,0,
390,1,38.026,5.488,0,0,
391,1,39.148,5.488,0,0,
392,1,40.27,5.488,0,0,
393,1,41.392,5.488,0,0,
394,1,42.514,5.488,0,0,
395,1,43.636,5.488,0,0,
396,1,44.758,5.488,0,0,
397,1,45.88,5.488,0,0,
398,1,47.002,5.488,0,0,
399,1,48.124,5.488,0,0,
400,1,49.246,5.488,0,0,
401,1,50.368,5.488,0,0,
402,1,51.49,5.488,0,0,
403,1,52.612,5.488,0,0,
404,1,53.734,5.488,0,0,
405,1,54.856,5.488,0,0,
406,1,55.978,5.488,0,0,
407,1,57.1,5.488,0,0,
408,1,58.222,5.488,0,0,
409,1,59.344,5.488,0,0,
410,1,60.466,5.488,0,0,
411,1,61.588,5.488,0,0,
412,1,62.71,5.488,0,0,
413,1,63.832,5.488,0,0,
414,1,64.954,5.488,0,0,
415,1,66.076,5.488,0,0,
416,1,67.198,5.488,0,0,
417,1,68.32,5.488,0,0,
418,1,69.442,5.488,0,0,
419,1,70.564,5.488,0,0,
420,1,71.686,5.488,0,0,
421,1,72.808,5.488,0,0,
422,1,73.93,5.488,0,0,
423,1,75.052,5.488,0,0,
424,1,76.174,5.488,0,0,
425,1,77.296,5.488,0,0,
426,1,78.418,5.488,0,0,
427,1,79.54,5.488,0,0,
428,1,80.662,5.488,0,0,
429,1,81.784,5.488,0,0,
430,1,82.906,5.488,0,0,
431,1,84.028,5.488,0,0,
432,1,85.15,5.488,0,0,
433,1,86.272,5.488,0,0,
434,1,87.394,5.488,0,0,
435,1,88.516,5.488,0,0,
436,1,89.638,5.488,0,0,
437,1,90.76,5.488,0,0,
438,1,91.882,5.488,0,0,
439,1,93.004,5.488,0,0,
440,1,94.126,5.488,0,0,
441,1,95.248,5.488,0,0,
442,1,96.37,5.488,0,0,
443,1,97.492,5.488,0,0,
444,1,98.614,5.488,0,0,
445,1,99.736,5.488,0,0,
446,1,1,6.61,0,0,
447,1,2.122,6.61,0,0,
448,1,3.244,6.61,0,0,
449,1,4.366,6.61,0,0,
450,1,5.488,6.61,0,0,
451,1,6.61,6.61,0,0,
452,1,7.732,6.61,0,0,
453,1,8.854,6.61,0,0,
454,1,9.976,6.61,0,0,
455,1,11.098,6.61,0,0,
456,1,12.22,6.61,0,0,
457,1,13.342,6.61,0,0,
458,1,14.464,6.61,0,0,
459,1,15.586,6.61,0,0,
460,1,16.708,6.61,0,0,
461,1,17.83,6.61,0,0,
462,1,18.952,6.61,0,0,
463,1,20.074,6.61,0,0,
464,1,21.196,6.61,0,0,
465,1,22.318,6.61,0,0,
466,1,23.44,6.61,0,0,
467,1,24.562,6.61,0,0,
468,1,25.684,6.61,0,0,
469,1,26.806,6.61,0,0,
470,1,27.928,6.61,0,0,
471,1,29.05,6.61,0,0,
472,1,30.172,6.61,0,0,
473,1,31.294,6.61,0,0,
474,1,32.416,6.61,0,0,
475,1,33.538,6.61,0,0,
476,1,34.66,6.61,0,0,
477,1,35.782,6.61,0,0,
478,1,36.904,6.61,0,0,
479,1,38.026,6.61,0,0,
480,1,39.148,6.61,0,0,
481,1,40.27,6.61,0,0,
482,1,41.392,6.61,0,0,
483,1,42.514,6.61,0,0,
484,1,43.636,6.61,0,0,
485,1,44.758,6.61,0,0,
486,1,45.88,6.61,0,0,
487,1,47.002,6.61,0,0,
488,1,48.124,6.61,0,0,
489,1,49.246,6.61,0,0,
490,1,50.368,6.61,0,0,
491,1,51.49,6.61,0,0,
492,1,52.612,6.61,0,0,
493,1,53.734,6.61,0,0,
494,1,54.856,6.61,0,0,
495,1,55.978,6.61,0,0,
496,1,57.1,6.61,0,0,
497,1,58.222,6.61,0,0,
498,1,59.344,6.61,0,0,
499,1,60.466,6.61,0,0,
500,1,61.588,6.61,0,0,
501,1,62.71,6.61,0,0,
502,1,63.832,6.61,0,0,
503,1,64.954,6.61,0,0,
504,1,66.076,6.61,0,0,
505,1,67.198,6.61,0,0,
506,1,68.32,6.61,0,0,
507,1,69.442,6.61,0,0,
508,1,70.564,6.61,0,0,
509,1,71.686,6.61,0,0,
510,1,72.808,6.61,0,0,
511,1,73.93,6.61,0,0,
512,1,75.052,6.61,0,0,
513,1,76.174,6.61,0,0,
514,1,77.296,6.61,0,0,
515,1,78.418,6.61,0,0,
516,1,79.54,6.61,0,0,
517,1,80.662,6.61,0,0,
518,1,81.784,6.61,0,0,
519,1,82.906,6.61,0,0,
520,1,84.028,6.61,0,0,
521,1,85.15,6.61,0,0,
522,1,86.272,6.61,0,0,
523,1,87.394,6.61,0,0,
524,1,88.516,6.61,0,0,
525,1,89.638,6.61,0,0,
526,1,90.76,6.61,0,0,
527,1,91.882,6.61,0,0,
528,1,93.004,6.61,0,0,
529,1,94.126,6.61,0,0,
530,1,95.248,6.61,0,0,
531,1,96.37,6.61,0,0,
532,1,97.492,6.61,0,0,
533,1,98.614,6.61,0,0,
534,1,99.736,6.61,0,0,
535,1,1,7.732,0,0,
536,1,2.122,7.732,0,0,
537,1,3.244,7.732,0,0,
538,1,4.366,7.732,0,0,
539,1,5.488,7.732,0,0,
540,1,6.61,7.732,0,0,
541,1,7.732,7.732,0,0,
542,1,8.854,7.732,0,0,
543,1,9.976,7.732,0,0,
544,1,11.098,7.732,0,0,
545,1,12.22,7.732,0,0,
546,1,13.342,7.732,0,0,
547,1,14.464,7.732,0,0,
548,1,15.586,7.732,0,0,
549,1,16.708,7.732,0,0,
550,1,17.83,7.732,0,0,
551,1,18.952,7.732,0,0,
552,1,20.074,7.732,0,0,
553,1,21.196,7.732,0,0,
554,1,22.318,7.732,0,0,
555,1,23.44,7.732,0,0,
556,1,24.562,7.732,0,0,
557,1,25.684,7.732,0,0,
558,1,26.806,7.732,0,0,
559,1,27.928,7.732,0,0,
560,1,29.05,7.732,0,0,
561,1,30.172,7.732,0,0,
562,1,31.294,7.732,0,0,
563,1,32.416,7.732,0,0,
564,1,33.538,7.732,0,0,
565,1,34.66,7.732,0,0,
566,1,35.782,7.732,0,0,
567,1,36.904,7.732,0,0,
568,1,38.026,7.732,0,0,
569,1,39.148,7.732,0,0,
570,1,40.27,7.732,0,0,
571,1,41.392,7.732,0,0,
572,1,42.514,7.732,0,0,
573,1,43.636,7.732,0,0,
574,1,44.758,7.732,0,0,
575,1,45.88,7.732,0,0,
576,1,47.002,7.732,0,0,
577,1,48.124,7.732,0,0,
578,1,49.246,7.732,0,0,
579,1,50.368,7.732,0,0,
580,1,51.49,7.732,0,0,
581,1,52.612,7.732,0,0,
582,1,53.734,7.732,0,0,
583,1,54.856,7.732,0,0,
584,1,55.978,7.732,0,0,
585,1,57.1,7.732,0,0,
586,1,58.222,7.732,0,0,
587,1,59.344,7.732,0,0,
588,1,60.466,7.732,0,0,
589,1,61.588,7.732,0,0,
590,1,62.71,7.732,0,0,
591,1,63.832,7.732,0,0,
592,1,64.954,7.732,0,0,
593,1,66.076,7.732,0,0,
594,1,67.198,7.732,0,0,
595,1,68.32,7.732,0,0,
596,1,69.442,7.732,0,0,
597,1,70.564,7.732,0,0,
598,1,71.686,7.732,0,0,
599,1,72.808,7.732,0,0,
600,1,73.93,7.732,0,0,
601,1,75.052,7.732,0,0,
602,1,76.174,7.732,0,0,
603,1,77.296,7.732,0,0,
604,1,78.418,7.732,0,0,
605,1,79.54,7.732,0,0,
606,1,80.662,7.732,0,0,
607,1,81.784,7.732,0,0,
608,1,82.906,7.732,0,0,
609,1,84.028,7.732,0,0,
610,1,85.15,7.732,0,0,
611,1,86.272,7.732,0,0,
612,1,87.394,7.732,0,0,
613,1,88.516,7.732,0,0,
614,1,89.638,7.732,0,0,
615,1,90.76,7.732,0,0,
616,1,91.882,7.732,0,0,
617,1,93.004,7.732,0,0,
618,1,94.126,7.732,0,0,
619,1,95.248,7.732,0,0,
620,1,96.37,7.732,0,0,
621,1,97.492,7.732,0,0,
622,1,98.614,7.732,0,0,
623,1,99.736,7.732,0,0,
624,1,1,8.854,0,0,
625,1,2.122,8.854,0,0,
626,1,3.244,8.854,0,0,
627,1,4.366,8.854,0,0,
628,1,5.488,8.854,0,0,
629,1,6.61,8.854,0,0,
630,1,7.732,8.854,0,0,
631,1,8.854,8.854,0,0,
632,1,9.976,8.854,0,0,
633,1,11.098,8.854,0,0,
634,1,12.22,8.854,0,0,
635,1,13.342,8.854,0,0,
636,1,14.464,8.854,0,0,
637,1,15.586,8.854,0,0,
638,1,16.708,8.854,0,0,
639,1,17.83,8.854,0,0,
640,1,18.952,8.854,0,0,
641,1,20.074,8.854,0,0,
642,1,21.196,8.854,0,0,
643,1,22.318,8.854,0,0,
644,1,23.44,8.854,0,0,
645,1,24.562,8.854,0,0,
646,1,25.684,8.854,0,0,
647,1,26.806,8.854,0,0,
648,1,27.928,8.854,0,0,
649,1,29.05,8.854,0,0,
650,1,30.172,8.854,0,0,
651,1,31.294,8.854,0,0,
652,1,32.416,8.854,0,0,
653,1,33.538,8.854,0,0,
654,1,34.66,8.854,0,0,
655,1,35.782,8.854,0,0,
656,1,36.904,8.854,0,0,
657,1,38.026,8.854,0,0,
658,1,39.148,8.854,0,0,
659,1,40.27,8.854,0,0,
660,1,41.392,8.854,0,0,
661,1,42.514,8.854,0,0,
662,1,43.636,8.854,0,0,
663,1,44.758,8.854,0,0,
664,1,45.88,8.854,0,0,
665,1,47.002,8.854,0,0,
666,1,48.124,8.854,0,0,
667,1,49.246,8.854,0,0,
668,1,50.368,8.854,0,0,
669,1,51.49,8.854,0,0,
670,1,52.612,8.854,0,0,
671,1,53.734,8.854,0,0,
672,1,54.856,8.854,0,0,
673,1,55.978,8.854,0,0,
674,1,57.1,8.854,0,0,
675,1,58.222,8.854,0,0,
676,1,59.344,8.854,0,0,
677,1,60.466,8.854,0,0,
678,1,61.588,8.854,0,0,
679,1,62.71,8.854,0,0,
680,1,63.832,8.854,0,0,
681,1,64.954,8.854,0,0,
682,1,66.076,8.854,0,0,
683,1,67.198,8.854,0,0,
684,1,68.32,8.854,0,0,
685,1,69.442,8.854,0,0,
686,1,70.564,8.854,0,0,
687,1,71.686,8.854,0,0,
688,1,72.808,8.854,0,0,
689,1,73.93,8.854,0,0,
690,1,75.052,8.854,0,0,
691,1,76.174,8.854,0,0,
692,1,77.296,8.854,0,0,
693,1,78.418,8.854,0,0,
694,1,79.54,8.854,0,0,
695,1,80.662,8.854,0,0,
696,1,81.784,8.854,0,0,
697,1,82.906,8.854,0,0,
698,1,84.028,8.854,0,0,
699,1,85.15,8.854,0,0,
700,1,86.272,8.854,0,0,
701,1,87.394,8.854,0,0,
702,1,88.516,8.854,0,0,
703,1,89.638,8.854,0,0,
704,1,90.76,8.854,0,0,
705,1,91.882,8.854,0,0,
706,1,93.004,8.854,0,0,
707,1,94.126,8.854,0,0,
708,1,95.248,8.854,0,0,
709,1,96.37,8.854,0,0,
710,1,97.492,8.854,0,0,
711,1,98.614,8.854,0,0,
712,1,99.736,8.854,0,0,
713,1,1,9.976,0,0,
714,1,2.122,9.976,0,0,
715,1,3.244,9.976,0,0,
716,1,4.366,9.976,0,0,
717,1,5.488,9.976,0,0,
718,1,6.61,9.976,0,0,
719,1,7.732,9.976,0,0,
720,1,8.854,9.976,0,0,
721,1,9.976,9.976,0,0,
722,1,11.098,9.976,0,0,
723,1,12.22,9.976,0,0,
724,1,13.342,9.976,0,0,
725,1,14.464,9.976,0,0,
726,1,15.586,9.976,0,0,
727,1,16.708,9.976,0,0,
728,1,17.83,9.976,0,0,
729,1,18.952,9.976,0,0,
730,1,20.074,9.976,0,0,
731,1,21.196,9.976,0,0,
732,1,22.318,9.976,0,0,
733,1,23.44,9.976,0,0,
734,1,24.562,9.976,0,0,
735,1,25.684,9.976,0,0,
736,1,26.806,9.976,0,0,
737,1,27.928,9.976,0,0,
738,1,29.05,9.976,0,0,
739,1,30.172,9.976,0,0,
740,1,31.294,9.976,0,0,
741,1,32.416,9.976,0,0,
742,1,33.538,9.976,0,0,
743,1,34.66,9.976,0,0,
744,1,35.782,9.976,0,0,
745,1,36.904,9.976,0,0,
746,1,38.026,9.976,0,0,
747,1,39.148,9.976,0,0,
748,1,40.27,9.976,0,0,
749,1,41.392,9.976,0,0,
750,1,42.514,9.976,0,0,
751,1,43.636,9.976,0,0,
752,1,44.758,9.976,0,0,
753,1,45.88,9.976,0,0,
754,1,47.002,9.976,0,0,
755,1,48.124,9.976,0,0,
756,1,49.246,9.976,0,0,
757,1,50.368,9.976,0,0,
758,1,51.49,9.976,0,0,
759,1,52.612,9.976,0,0,
760,1,53.734,9.976,0,0,
761,1,54.856,9.976,0,0,
762,1,55.978,9.976,0,0,
763,1,57.1,9.976,0,0,
764,1,58.222,9.976,0,0,
765,1,59.344,9.976,0,0,
766,1,60.466,9.976,0,0,
767,1,61.588,9.976,0,0,
768,1,62.71,9.976,0,0,
769,1,63.832,9.976,0,0,
770,1,64.954,9.976,0,0,
771,1,66.076,9.976,0,0,
772,1,67.198,9.976,0,0,
773,1,68.32,9.976,0,0,
774,1,69.442,9.976,0,0,
775,1,70.564,9.976,0,0,
776,1,71.686,9.976,0,0,
777,1,72.808,9.976,0,0,
778,1,73.93,9.976,0,0,
779,1,75.052,9.976,0,0,
780,1,76.174,9.976,0,0,
781,1,77.296,9.976,0,0,
782,1,78.418,9.976,0,0,
783,1,79.54,9.976,0,0,
784,1,80.662,9.976,0,0,
785,1,81.784,9.976,0,0,
786,1,82.906,9.976,0,0,
787,1,84.028,9.976,0,0,
788,1,85.15,9.976,0,0,
789,1,86.272,9.976,0,0,
790,1,87.394,9.976,0,0,
791,1,88.516,9.976,0,0,
792,1,89.638,9.976,0,0,
793,1,90.76,9.976,0,0,
794,1,91.882,9.976,0,0,
795,1,93.004,9.976,0,0,
796,1,94.126,9.976,0,0,
797,1,95.248,9.976,0,0,
798,1,96.37,9.976,0,0,
799,1,97.492,9.976,0,0,
800,1,98.614,9.976,0,0,
801,1,99.736,9.976,0,0,
802,1,1,11.098,0,0,
803,1,2.122,11.098,0,0,
804,1,3.244,11.098,0,0,
805,1,4.366,11.098,0,0,
806,1,5.488,11.098,0,0,
807,1,6.61,11.098,0,0,
808,1,7.732,11.098,0,0,
809,1,8.854,11.098,0,0,
810,1,9.976,11.098,0,0,
811,1,11.098,11.098,0,0,
812,1,12.22,11.098,0,0,
813,1,13.342,11.098,0,0,
814,1,14.464,11.098,0,0,
815,1,15.586,11.098,0,0,
816,1,16.708,11.098,0,0,
817,1,17.83,11.098,0,0,
818,1,18.952,11.098,0,0,
819,1,20.074,11.098,0,0,
820,1,21.196,11.098,0,0,
821,1,22.318,11.098,0,0,
822,1,23.44,11.098,0,0,
823,1,24.562,11.098,0,0,
824,1,25.684,11.098,0,0,
825,1,26.806,11.098,0,0,
826,1,27.928,11.098,0,0,
827,1,29.05,11.098,0,0,
828,1,30.172,11.098,0,0,
829,1,31.294,11.098,0,0,
830,1,32.416,11.098,0,0,
